sku_i,sku_j,cooc,n_i,n_j,jaccard
10034003001,10034011001,33,323,229,0.06358381502890173
10031005001,10032006001,80,645,694,0.06354249404289118
14010040001,14101025001,104,1258,483,0.06353084911423336
14000006001,14000057001,74,448,791,0.06351931330472103
10013003001,14504028001,20,234,101,0.06349206349206349
14112007001,14133003001,68,644,495,0.06349206349206349
14501022001,14501086001,45,498,256,0.06346967559943582
14242012001,14244003001,25,108,311,0.06345177664974619
14130007001,14130054001,32,404,133,0.06336633663366337
14000032001,14010034001,47,470,319,0.06334231805929919
14501063001,14502078001,44,521,220,0.06312769010043041
10033018001,10033050001,53,642,251,0.0630952380952381
14001074001,14504027001,21,183,171,0.06306306306306306
10031001001,10032008001,59,654,341,0.06303418803418803
14501013001,14501063001,52,356,521,0.06303030303030303
14831020001,14832018001,39,287,371,0.0630048465266559
10002019001,10002944001,30,385,122,0.06289308176100629
14102250001,14121014001,65,677,422,0.06286266924564797
14501014001,14505013001,74,456,797,0.06276505513146735
10034036001,10035034001,38,294,350,0.0627062706270627
10030016001,10033050001,21,105,251,0.0626865671641791
14502026001,14503019001,49,348,483,0.06265984654731457
10001006001,10002005001,55,571,362,0.06264236902050115
10000005001,10001006001,64,515,571,0.06262230919765166
14100003001,14133023001,62,501,552,0.06256306760847628
14810016001,14840018001,34,464,114,0.0625
14023056001,14102250001,152,1908,677,0.06247431154952733
14023083001,14023503001,20,182,159,0.06230529595015576
14130009001,14131041001,38,159,489,0.06229508196721312
10031001001,10032016001,75,654,627,0.06218905472636816
10040020001,10040063001,23,83,310,0.062162162162162166
14011003001,14020026001,95,743,881,0.06213211249182472
14131033001,14131041001,67,658,489,0.062037037037037036
14503019001,14505014001,54,483,442,0.06199770378874857
14102040001,14104118001,35,149,451,0.061946902654867256
14121019001,14121062001,33,407,159,0.06191369606003752
14102250001,14112007001,77,677,644,0.06189710610932476
10032008001,10034036001,37,341,294,0.061872909698996656
14104012001,14131033001,64,442,658,0.06177606177606178
14500067001,14502010001,25,203,227,0.06172839506172839
14370004001,14621069001,28,316,166,0.06167400881057269
14501016001,14501086001,27,209,256,0.06164383561643835
10031001001,10034036001,55,654,294,0.06159014557670773
10002035001,10013003001,24,180,234,0.06153846153846154
10032010001,10034036001,44,465,294,0.06153846153846154
14011028001,14011031001,45,462,315,0.06147540983606557
14011024001,14011028001,41,246,462,0.06146926536731634
14020026001,14023102001,58,881,121,0.0614406779661017
10002035001,10002045001,25,180,252,0.06142506142506143
10013003001,14510033001,20,234,112,0.06134969325153374
10002035001,14621069001,20,180,166,0.06134969325153374
14010040001,14110015001,105,1258,565,0.06111757857974389
14102246001,14102258001,40,350,345,0.061068702290076333
14611010001,14620014001,53,690,231,0.06105990783410138
14010040001,14020026001,123,1258,881,0.06101190476190476
10013003001,14840018001,20,234,114,0.06097560975609756
14020014001,14022019001,24,109,309,0.06091370558375635
14500010001,14501013001,40,341,356,0.060882800608828
14020008001,14022019001,23,92,309,0.06084656084656084
14010011001,14131033001,67,511,658,0.060798548094373864
10031001001,10033025001,72,654,603,0.060759493670886074
14011032001,14101048001,48,452,387,0.0606826801517067
10033068001,10035034001,35,263,350,0.06055363321799308
14113066001,14131047001,60,469,583,0.06048387096774194
14131025001,14510033001,20,239,112,0.06042296072507553
14000003001,14000006001,35,168,448,0.060240963855421686
10032016001,10034025001,58,627,395,0.06016597510373444
14131025001,14840018001,20,239,114,0.06006006006006006
14011032001,14011034001,46,452,360,0.06005221932114883
14200069001,14244003001,32,254,311,0.0600375234521576
10040026001,10040049001,22,249,140,0.05994550408719346
14820045001,14821003001,60,308,753,0.059940059940059943
10032010001,10032047001,57,465,544,0.059873949579831935
14102250001,14132015001,62,677,421,0.059845559845559844
14200069001,14200119001,21,254,118,0.05982905982905983
14100003001,14121014001,52,501,422,0.05970149253731343
14011032001,14131041001,53,452,489,0.059684684684684686
14011034001,14014011001,27,360,120,0.059602649006622516
14100003001,14102250001,66,501,677,0.05935251798561151
14500013001,14501013001,50,538,356,0.05924170616113744
14020026001,14102249001,92,881,765,0.059202059202059204
10030003001,10030007001,41,259,475,0.05916305916305916
14520068001,14521157001,23,127,285,0.05912596401028278
14370004001,14840018001,24,316,114,0.059113300492610835
10033030001,10033050001,27,233,251,0.05908096280087528
14023056001,14502014001,151,1908,799,0.059076682316118935
10034017001,10035034001,28,152,350,0.05907172995780591
14501063001,14503019001,56,521,483,0.05907172995780591
14021010001,14023310001,35,561,67,0.05902192242833052
10034003001,10034025001,40,323,395,0.058997050147492625
14020026001,14203017001,87,881,683,0.05890318212593094
14370004001,14506084001,22,316,80,0.058823529411764705
14500023001,14502026001,33,246,348,0.058823529411764705
10010004001,10015010001,35,408,222,0.058823529411764705
14101048001,14131033001,58,387,658,0.05876393110435663
14500010001,14505031001,30,341,200,0.05870841487279843
14011003001,14023056001,147,743,1908,0.058706070287539935
10034011001,10034036001,29,229,294,0.058704453441295545
10032016001,10034036001,51,627,294,0.05862068965517241
14112016001,14112054001,23,282,134,0.058524173027989825
14130016001,14131047001,43,195,583,0.058503401360544216
14502014001,14502015001,58,799,251,0.05846774193548387
14010094001,14010247001,25,120,333,0.05841121495327103
10034011001,10034017001,21,229,152,0.058333333333333334
14000057001,14001042001,69,791,461,0.058326289095519866
10034003001,10034036001,34,323,294,0.058319039451114926
10002035001,14001074001,20,180,183,0.05830903790087463
10013003001,14621069001,22,234,166,0.0582010582010582
14000057001,14001093001,57,791,246,0.058163265306122446
10030013001,10035035001,59,332,742,0.05812807881773399
14500013001,14503019001,56,538,483,0.058031088082901555
14001074001,14509008001,20,183,182,0.057971014492753624
14112013001,14131033001,83,857,658,0.057960893854748605
14112013001,14133023001,77,857,552,0.05780780780780781
14820012001,14831007001,70,471,810,0.057803468208092484
14011028001,14014020001,36,462,197,0.05778491171749599
14501012001,14502004001,45,572,252,0.057766367137355584
14103018001,14104012001,31,126,442,0.05772811918063315
14831002001,14832021001,49,217,681,0.05771495877502945
14010011001,14101048001,49,511,387,0.05771495877502945
14500000001,14503003001,198,1183,2447,0.057692307692307696
14101025001,14131041001,53,483,489,0.05767138193688792
14500013001,14502015001,43,538,251,0.057640750670241284
10034011001,10034025001,34,229,395,0.0576271186440678
14023056001,14203017001,141,1908,683,0.05755102040816327
14501063001,14502015001,42,521,251,0.057534246575342465
15020050001,15021001001,27,236,261,0.0574468085106383
14000057001,14121019001,65,791,407,0.05736981465136805
14370004001,14509008001,27,316,182,0.05732484076433121
14102250001,14112014001,64,677,505,0.057245080500894455
14113066001,14131033001,61,469,658,0.05722326454033771
14520065001,14810006001,42,241,535,0.05722070844686648
14102250001,14131041001,63,677,489,0.057116953762466005
14023056001,14500000001,167,1908,1183,0.05711354309165527
14010011001,14011034001,47,511,360,0.05703883495145631
14501012001,14501013001,50,572,356,0.05694760820045558
14500013001,14502014001,72,538,799,0.05691699604743083
10033025001,10034042001,70,603,700,0.05677210056772101
14003029001,14003041001,37,358,331,0.05674846625766871
14131025001,14504027001,22,239,171,0.05670103092783505
10030014001,10033015001,26,148,337,0.05664488017429194
14011003001,14011024001,53,743,246,0.056623931623931624
14503003001,14503019001,157,2447,483,0.056617381896862606
10032006001,10032010001,62,694,465,0.056517775752051046
10034019001,10035034001,47,529,350,0.056490384615384616
14502009001,14831007001,108,1210,810,0.056485355648535567
14130007001,14131022001,32,404,195,0.0564373897707231
10001006001,10002018001,74,571,816,0.05635948210205636
14112013001,14503003001,176,857,2447,0.056265984654731455
14501010001,14503019001,63,700,483,0.05625
14104012001,14121014001,46,442,422,0.05623471882640587
14223003001,14231003001,26,242,247,0.056155507559395246
14501026001,14502004001,26,237,252,0.056155507559395246
14100003001,14130007001,48,501,404,0.056009334889148193
14504006001,14504008001,21,273,123,0.056
14832018001,14833010001,35,371,289,0.056
14110015001,14110054001,43,565,246,0.055989583333333336
14804007001,14805016001,84,1281,304,0.05596269153897402
14370004001,14600005001,31,316,269,0.05595667870036101
10000011001,10001012001,81,1063,466,0.05593922651933702
14020026001,14503003001,176,881,2447,0.05583756345177665
10013003001,14509008001,22,234,182,0.05583756345177665
10021006001,10021026001,154,364,2552,0.055756698044895005
14000057001,14011003001,81,791,743,0.055746730901582935
14241042001,14244003001,20,68,311,0.055710306406685235
10013003001,14001074001,22,234,183,0.05569620253164557
14023056001,14102249001,141,1908,765,0.05568720379146919
14501011001,14502054001,25,361,113,0.0556792873051225
14102249001,14102250001,76,765,677,0.055636896046852125
14102249001,14131047001,71,765,583,0.05559906029757244
14000006001,14101025001,49,448,483,0.05555555555555555
14130017001,14131047001,42,215,583,0.05555555555555555
14810006001,14820014001,46,535,339,0.05555555555555555
14501012001,14502014001,72,572,799,0.05542725173210162
10002035001,14131025001,22,180,239,0.055415617128463476
14000032001,14101025001,50,470,483,0.05537098560354374
14000057001,14102250001,77,791,677,0.055355859094176854
10033037001,10034042001,64,521,700,0.055315471045808126
14112014001,14132031001,42,505,297,0.05526315789473684
14023056001,14804007001,167,1908,1281,0.05526141628060887
14502014001,14502026001,60,799,348,0.05519779208831647
14503003001,14804007001,195,2447,1281,0.05519388621568073
14000006001,14000017001,42,448,355,0.05519053876478318
14010150001,14010247001,22,88,333,0.05513784461152882
10032008001,10033037001,45,341,521,0.05507955936352509
14104118001,14110015001,53,451,565,0.055036344755970926
10031016001,10033025001,40,164,603,0.055020632737276476
14000017001,14000032001,43,355,470,0.054987212276214836
14011003001,14131033001,73,743,658,0.054969879518072286
14500013001,14500026001,38,538,192,0.05491329479768786
14102249001,14112014001,66,765,505,0.054817275747508304
14023056001,14805012001,174,1908,1441,0.054803149606299215
10001009001,10021026001,162,570,2552,0.05472972972972973
14000006001,14001093001,36,448,246,0.0547112462006079
10013003001,14504027001,21,234,171,0.0546875
14131025001,14621069001,21,239,166,0.0546875
14500026001,14503013001,24,192,271,0.05466970387243736
10031001001,10032010001,58,654,465,0.05466540999057493
14102249001,14104118001,63,765,451,0.05464006938421509
14104012001,14130016001,33,442,195,0.054635761589403975
14504006001,14504027001,23,273,171,0.05463182897862233
14502015001,14502026001,31,251,348,0.05457746478873239
10040004001,10040042001,21,320,86,0.05454545454545454
14010040001,14102250001,100,1258,677,0.05449591280653951
14501047001,14502041001,25,159,325,0.054466230936819175
14010040001,14121019001,86,1258,407,0.05446485117162761
10002019001,10002943001,27,385,138,0.05443548387096774
14121179001,14133922001,22,92,335,0.05432098765432099
14121057001,14131027001,26,204,301,0.054279749478079335
10000002001,10002045001,36,448,252,0.05421686746987952
14370004001,14510033001,22,316,112,0.054187192118226604
14104012001,14133023001,51,442,552,0.05408271474019088
14820012001,14832021001,59,471,681,0.053979871912168347
14100003001,14133003001,51,501,495,0.05396825396825397
14001052001,14121019001,32,218,407,0.05396290050590219
14820013001,14832021001,51,316,681,0.05391120507399577
10030011001,10030048001,32,148,478,0.05387205387205387
14121106001,14121115001,33,495,152,0.05374592833876222
14810006001,14833010001,42,535,289,0.05370843989769821
14000032001,14010011001,50,470,511,0.05370569280343716
14002002001,14131033001,49,305,658,0.053610503282275714
14000032001,14001052001,35,470,218,0.05359877488514548
14011034001,14101048001,38,360,387,0.0535966149506347
14011032001,14014020001,33,452,197,0.05357142857142857
14620907001,14621041001,24,250,222,0.05357142857142857
14020053001,14203017001,58,458,683,0.05355493998153278
10010004001,10014090001,38,408,340,0.05352112676056338
14131047001,14132015001,51,583,421,0.053515215110178385
14102250001,14131047001,64,677,583,0.05351170568561873
14621069001,14810016001,32,166,464,0.05351170568561873
14000032001,14000057001,64,470,791,0.053467000835421885
10013003001,14131025001,24,234,239,0.053452115812917596
14101025001,14130007001,45,483,404,0.05344418052256532
14821003001,14832018001,57,753,371,0.053420805998125584
10040039001,10040079001,25,394,99,0.053418803418803416
14370004001,14600023001,29,316,256,0.053406998158379376
14131022001,14131025001,22,195,239,0.05339805825242718
14500013001,14503013001,41,538,271,0.053385416666666664
14500000001,14821003001,98,1183,753,0.05331882480957562
14600005001,14616006001,25,269,225,0.053304904051172705
10040039001,10040049001,27,394,140,0.05325443786982249
14101025001,14121019001,45,483,407,0.05325443786982249
14000032001,14131033001,57,470,658,0.05322128851540616
14112013001,14113066001,67,857,469,0.05321683876092136
14121020001,14121115001,24,323,152,0.05321507760532151
14104002001,14133023001,45,339,552,0.05319148936170213
14370004001,14504009001,20,316,80,0.05319148936170213
14011032001,14131033001,56,452,658,0.05313092979127135
14000006001,14010040001,86,448,1258,0.05308641975308642
14131022001,14131027001,25,195,301,0.05307855626326964
10034036001,10034042001,50,294,700,0.05296610169491525
14203017001,14244003001,50,683,311,0.05296610169491525
14130009001,14131025001,20,159,239,0.05291005291005291
14000057001,14110015001,68,791,565,0.052795031055900624
14000197001,14001090001,37,482,256,0.052781740370898715
14011032001,14011095001,34,452,227,0.05271317829457364
14110015001,14133003001,53,565,495,0.05263157894736842
14820012001,14833010001,38,471,289,0.05263157894736842
14820028001,14840003001,52,329,712,0.0525783619817998
14505013001,14840006001,75,797,706,0.052521008403361345
14131025001,14509008001,21,239,182,0.0525
14502078001,14505014001,33,220,442,0.05246422893481717
10014090001,10015010001,28,340,222,0.052434456928838954
14112016001,14132015001,35,282,421,0.05239520958083832
14121019001,14131033001,53,407,658,0.05237154150197629
14000057001,14112013001,82,791,857,0.05236270753512133
14000032001,14001049001,36,470,254,0.05232558139534884
14121017001,14133003001,36,229,495,0.05232558139534884
14010247001,14011032001,39,333,452,0.05227882037533512
14000057001,14023056001,134,791,1908,0.05224171539961014
